domain,family,complexity,seed,n,c1,c2,mean,std,gen_s,error
cloud,cascade_lognormal,0.100,11,512,1.974274,-0.058989,0.500000,0.140019,0.618386,
cloud,cascade_lognormal,0.200,1,512,1.912604,-0.059907,0.500000,0.124197,0.617704,
cloud,cascade_lognormal,0.200,2,512,1.950349,-0.106767,0.500000,0.141688,0.613190,
cloud,cascade_lognormal,0.100,5,512,1.915267,-0.045277,0.500000,0.144664,1.014534,
cloud,cascade_lognormal,0.200,3,512,1.949762,-0.065656,0.500000,0.123619,0.677056,
cloud,cascade_lognormal,0.100,7,512,1.940240,-0.048382,0.500000,0.148029,1.052607,
cloud,cascade_lognormal,0.200,0,512,1.900320,-0.077042,0.500000,0.141969,1.003171,
cloud,cascade_lognormal,0.200,4,512,1.965993,-0.072917,0.500000,0.137297,0.626127,
cloud,cascade_lognormal,0.200,5,512,1.893853,-0.066814,0.500000,0.132992,0.607912,
cloud,cascade_lognormal,0.200,7,512,1.921004,-0.067899,0.500000,0.139418,0.630571,
cloud,cascade_lognormal,0.200,6,512,1.913842,-0.088655,0.500000,0.162459,0.649131,
cloud,cascade_lognormal,0.200,9,512,1.947330,-0.080624,0.500000,0.130540,0.627059,
cloud,cascade_lognormal,0.200,8,512,1.929902,-0.070097,0.500000,0.120286,0.667573,
cloud,cascade_lognormal,0.200,10,512,1.888778,-0.070015,0.500000,0.146886,0.602730,
cloud,cascade_lognormal,0.200,11,512,1.947863,-0.082248,0.500000,0.129870,0.582764,
cloud,cascade_lognormal,0.300,1,512,1.889422,-0.078814,0.500000,0.114021,0.651625,
cloud,cascade_lognormal,0.300,2,512,1.931913,-0.137933,0.500000,0.127798,0.655185,
cloud,cascade_lognormal,0.300,4,512,1.945354,-0.099105,0.500001,0.130298,0.618927,
cloud,cascade_lognormal,0.300,5,512,1.873076,-0.091119,0.500000,0.122805,0.637829,
cloud,cascade_lognormal,0.300,6,512,1.896278,-0.115904,0.500000,0.146563,0.634615,
cloud,cascade_lognormal,0.300,0,512,1.879585,-0.101551,0.500000,0.132207,1.036093,
cloud,cascade_lognormal,0.300,8,512,1.907171,-0.089118,0.499999,0.109150,0.661209,
cloud,cascade_lognormal,0.300,10,512,1.870114,-0.095553,0.500000,0.134696,0.613502,
cloud,cascade_lognormal,0.300,11,512,1.924547,-0.109441,0.500000,0.120816,0.624000,
cloud,cascade_lognormal,0.300,9,512,1.930076,-0.108351,0.500000,0.115552,0.775990,
cloud,cascade_lognormal,0.400,0,512,1.860939,-0.128309,0.500000,0.123301,0.680714,
cloud,cascade_lognormal,0.300,7,512,1.902459,-0.090249,0.500000,0.131357,1.022159,
cloud,cascade_lognormal,0.400,1,512,1.867699,-0.098346,0.500000,0.105450,0.681076,
cloud,cascade_lognormal,0.400,2,512,1.915478,-0.172648,0.500000,0.116186,0.609493,
cloud,cascade_lognormal,0.300,3,512,1.930432,-0.090000,0.500000,0.112257,1.405961,
cloud,cascade_lognormal,0.400,3,512,1.915319,-0.120447,0.500000,0.102903,0.615160,
cloud,cascade_lognormal,0.400,5,512,1.854264,-0.118107,0.500000,0.114058,0.612197,
cloud,cascade_lognormal,0.400,4,512,1.928321,-0.128732,0.500000,0.124052,0.623702,
cloud,cascade_lognormal,0.400,6,512,1.882465,-0.146804,0.500000,0.131782,0.607176,
cloud,cascade_lognormal,0.400,7,512,1.884964,-0.114890,0.500000,0.123969,0.613177,
cloud,cascade_lognormal,0.400,8,512,1.886775,-0.110730,0.500000,0.099906,0.619652,
cloud,cascade_lognormal,0.400,10,512,1.853843,-0.123486,0.500000,0.123688,0.743968,
cloud,cascade_lognormal,0.500,0,512,1.844132,-0.156674,0.500000,0.115032,0.723051,
cloud,cascade_lognormal,0.400,9,512,1.915817,-0.140122,0.499999,0.103650,0.961946,
cloud,cascade_lognormal,0.500,1,512,1.847057,-0.120558,0.499999,0.097586,0.647246,
cloud,cascade_lognormal,0.500,3,512,1.901759,-0.155841,0.500000,0.095346,0.609676,
cloud,cascade_lognormal,0.500,4,512,1.913021,-0.160626,0.500000,0.118064,0.620770,
cloud,cascade_lognormal,0.500,5,512,1.837890,-0.147766,0.500000,0.106627,0.624287,
cloud,cascade_lognormal,0.500,7,512,1.869042,-0.142084,0.500001,0.117271,0.621351,
cloud,cascade_lognormal,0.500,6,512,1.870866,-0.181106,0.500001,0.119799,0.643819,
cloud,cascade_lognormal,0.500,8,512,1.868732,-0.134528,0.500000,0.092332,0.619819,
cloud,cascade_lognormal,0.500,2,512,1.901312,-0.209932,0.500000,0.106656,0.793520,
cloud,cascade_lognormal,0.400,11,512,1.905014,-0.140395,0.500000,0.112883,1.287280,
cloud,cascade_lognormal,0.500,9,512,1.903978,-0.174526,0.500000,0.094234,0.618522,
cloud,cascade_lognormal,0.500,10,512,1.839128,-0.155283,0.500000,0.113086,0.619016,
cloud,cascade_lognormal,0.600,1,512,1.827963,-0.145734,0.500000,0.090458,0.613020,
cloud,cascade_lognormal,0.600,2,512,1.889838,-0.250563,0.500000,0.098827,0.630130,
cloud,cascade_lognormal,0.600,0,512,1.829802,-0.187146,0.500000,0.107460,0.704122,
cloud,cascade_lognormal,0.600,3,512,1.890606,-0.196603,0.500001,0.089294,0.660436,
cloud,cascade_lognormal,0.600,5,512,1.823310,-0.180108,0.500000,0.100334,0.638357,
cloud,cascade_lognormal,0.600,4,512,1.900396,-0.195337,0.499999,0.112603,0.646828,
cloud,cascade_lognormal,0.600,6,512,1.862616,-0.218489,0.499999,0.110201,0.666430,
cloud,cascade_lognormal,0.600,7,512,1.853670,-0.170894,0.500000,0.109353,0.743718,
cloud,cascade_lognormal,0.500,11,512,1.888240,-0.173092,0.500001,0.106035,0.996980,
cloud,cascade_lognormal,0.600,11,512,1.873912,-0.207849,0.499999,0.100187,0.629814,
cloud,cascade_lognormal,0.600,9,512,1.894062,-0.213482,0.500000,0.086800,0.767172,
cloud,cascade_lognormal,0.700,1,512,1.810144,-0.172367,0.499999,0.084537,0.598034,
cloud,cascade_lognormal,0.700,0,512,1.816760,-0.221435,0.500000,0.100304,0.625384,
cloud,cascade_lognormal,0.700,2,512,1.880137,-0.294452,0.500001,0.092435,0.602087,
cloud,cascade_lognormal,0.600,10,512,1.825570,-0.190256,0.500000,0.103958,0.815697,
cloud,cascade_lognormal,0.700,3,512,1.882382,-0.244569,0.500000,0.084471,0.646738,
cloud,cascade_lognormal,0.700,5,512,1.811396,-0.215021,0.500001,0.094968,0.651034,
cloud,cascade_lognormal,0.700,6,512,1.854337,-0.260000,0.500000,0.102189,0.646094,
cloud,cascade_lognormal,0.700,7,512,1.839874,-0.202336,0.500000,0.102186,0.687756,
cloud,cascade_lognormal,0.600,8,512,1.852306,-0.159227,0.500001,0.086154,1.193701,
cloud,cascade_lognormal,0.700,8,512,1.837567,-0.185034,0.500001,0.081108,0.653022,
cloud,cascade_lognormal,0.700,4,512,1.889734,-0.233597,0.500001,0.107583,1.185283,
cloud,cascade_lognormal,0.700,10,512,1.813784,-0.226513,0.499999,0.096307,0.657246,
cloud,cascade_lognormal,0.700,9,512,1.886164,-0.257050,0.500001,0.080827,0.664763,
cloud,cascade_lognormal,0.800,0,512,1.805034,-0.258091,0.500000,0.094300,0.637989,
cloud,cascade_lognormal,0.700,11,512,1.861727,-0.244481,0.500001,0.095230,0.661762,
cloud,cascade_lognormal,0.800,1,512,1.794475,-0.200403,0.500000,0.079675,0.655742,
cloud,cascade_lognormal,0.800,2,512,1.871844,-0.342168,0.500000,0.087184,0.655089,
cloud,cascade_lognormal,0.800,3,512,1.875547,-0.298449,0.500000,0.080610,0.712550,
cloud,cascade_lognormal,0.800,4,512,1.881601,-0.276464,0.500000,0.103266,0.680887,
cloud,cascade_lognormal,0.800,7,512,1.827581,-0.236042,0.500000,0.096312,0.587262,
cloud,cascade_lognormal,0.900,0,512,1.794863,-0.297454,0.499999,0.089312,0.582709,
cloud,cascade_lognormal,0.800,11,512,1.851560,-0.283423,0.500001,0.091028,0.598711,
cloud,cascade_lognormal,0.800,10,512,1.805663,-0.264328,0.500000,0.089941,0.696220,
cloud,cascade_lognormal,0.900,1,512,1.780164,-0.229460,0.499999,0.075688,0.673230,
cloud,cascade_lognormal,0.800,9,512,1.880755,-0.303570,0.500001,0.075880,0.772241,
cloud,cascade_lognormal,0.800,6,512,1.848515,-0.306518,0.499999,0.095755,1.129000,
cloud,cascade_lognormal,0.900,2,512,1.864989,-0.392699,0.499999,0.082832,0.789876,
cloud,cascade_lognormal,0.800,5,512,1.801473,-0.252283,0.500001,0.090384,1.227310,
cloud,cascade_lognormal,0.900,4,512,1.875643,-0.322907,0.499999,0.099476,0.750400,
cloud,cascade_lognormal,0.900,3,512,1.869832,-0.359111,0.500000,0.077469,0.800917,
cloud,cascade_lognormal,0.900,5,512,1.793745,-0.292647,0.500000,0.086412,0.627028,
cloud,cascade_lognormal,0.800,8,512,1.824586,-0.212613,0.500000,0.076966,1.183256,
cloud,cascade_lognormal,0.900,7,512,1.816967,-0.271779,0.500000,0.091456,0.630085,
cloud,cascade_lognormal,0.900,8,512,1.813527,-0.242304,0.499999,0.073535,0.606859,
cloud,cascade_lognormal,0.900,9,512,1.877032,-0.354492,0.500001,0.071775,0.648858,
cloud,cascade_lognormal,0.900,11,512,1.843071,-0.324037,0.499999,0.087488,0.648337,
cloud,cascade_lognormal,0.900,10,512,1.799012,-0.304279,0.499999,0.084543,0.785977,
cloud,cascade_lognormal,0.900,6,512,1.844186,-0.358132,0.499999,0.090526,0.997508,
cloud,cascade_lognormal,1.000,0,512,1.785437,-0.339644,0.500001,0.085182,0.768344,
cloud,cascade_lognormal,1.000,4,512,1.870961,-0.373278,0.500001,0.096206,0.612293,
cloud,cascade_lognormal,1.000,2,512,1.858563,-0.446110,0.500001,0.079154,0.750060,
cloud,cascade_lognormal,1.000,3,512,1.869384,-0.427409,0.499999,0.074961,0.770576,
cloud,cascade_lognormal,1.000,6,512,1.840903,-0.415786,0.500001,0.086208,0.632259,
cloud,cascade_lognormal,1.000,7,512,1.807666,-0.309600,0.500001,0.087405,0.657970,
cloud,cascade_lognormal,1.000,1,512,1.766874,-0.259626,0.500000,0.072417,1.127144,
cloud,cascade_lognormal,1.000,8,512,1.803509,-0.273263,0.499999,0.070669,0.679975,
cloud,cascade_lognormal,1.000,9,512,1.875164,-0.409508,0.500001,0.068370,0.734840,
cloud,cascade_lognormal,1.000,5,512,1.788375,-0.337084,0.500001,0.082782,1.083692,
cloud,cascade_lognormal,1.000,10,512,1.793036,-0.345309,0.500001,0.080013,0.746265,
cloud,cirrus,0.000,0,512,2.247578,-0.081234,0.563391,0.160440,0.819080,
cloud,cirrus,0.000,1,512,2.258068,-0.081155,0.563654,0.153893,0.722816,
cloud,cirrus,0.000,2,512,2.305597,-0.096717,0.564489,0.160228,0.803721,
cloud,cirrus,0.000,4,512,2.275296,-0.099945,0.563211,0.151299,0.742265,
cloud,cirrus,0.000,3,512,2.359755,-0.109598,0.564109,0.145806,1.048149,
cloud,cirrus,0.000,8,512,2.325751,-0.077015,0.564552,0.151305,0.791334,
cloud,cascade_lognormal,1.000,11,512,1.836447,-0.366481,0.500000,0.084434,1.551682,
cloud,cirrus,0.100,0,512,2.225939,-0.089212,0.564254,0.160155,0.815666,
cloud,cirrus,0.100,2,512,2.294171,-0.107129,0.565813,0.156471,0.769737,
cloud,cirrus,0.000,7,512,2.277930,-0.083369,0.563969,0.161209,1.529460,
cloud,cirrus,0.100,4,512,2.265727,-0.099348,0.564131,0.151016,0.831033,
cloud,cirrus,0.000,5,512,2.314260,-0.104512,0.563986,0.146556,1.914269,
cloud,cirrus,0.100,3,512,2.343787,-0.114108,0.565264,0.142330,1.040205,
cloud,cirrus,0.100,6,512,2.282639,-0.101221,0.563792,0.175486,0.704374,
cloud,cirrus,0.000,10,512,2.207776,-0.103038,0.562927,0.173082,1.744401,
cloud,cirrus,0.100,7,512,2.270406,-0.086588,0.564994,0.160569,0.709348,
cloud,cirrus,0.000,6,512,2.286983,-0.097792,0.562466,0.177892,2.098869,
cloud,cirrus,0.000,11,512,2.264763,-0.096932,0.564047,0.150083,1.877053,
cloud,cirrus,0.000,9,512,2.331955,-0.103623,0.564387,0.158793,2.147815,
cloud,cirrus,0.100,1,512,2.240451,-0.084240,0.564596,0.153484,2.036369,
cloud,cirrus,0.100,11,512,2.248697,-0.102626,0.565115,0.148545,0.771828,
cloud,cirrus,0.200,0,512,2.205382,-0.101828,0.565130,0.159908,0.668778,
cloud,cirrus,0.100,8,512,2.321422,-0.081542,0.565730,0.149292,1.260623,
cloud,cirrus,0.100,10,512,2.202955,-0.106212,0.564024,0.171297,1.413889,
cloud,cirrus,0.200,7,512,2.263455,-0.096206,0.566070,0.159823,0.689137,
cloud,cirrus,0.200,1,512,2.225466,-0.092696,0.565594,0.152611,1.316402,
cloud,cirrus,0.200,8,512,2.315103,-0.088177,0.566969,0.147044,0.689139,
cloud,cirrus,0.200,4,512,2.256628,-0.105343,0.565065,0.150075,1.375480,
cloud,cirrus,0.200,5,512,2.282030,-0.125294,0.566116,0.144665,1.459549,
cloud,cirrus,0.200,6,512,2.283409,-0.112855,0.565130,0.173781,1.259260,
cloud,cirrus,0.100,9,512,2.321368,-0.112036,0.565709,0.156053,2.120557,
cloud,cirrus,0.200,10,512,2.199198,-0.111382,0.565210,0.169348,0.713791,
cloud,cirrus,0.200,11,512,2.235652,-0.109934,0.566244,0.146674,0.709815,
cloud,cirrus,0.300,1,512,2.211021,-0.105400,0.566720,0.150817,0.709818,
cloud,cirrus,0.200,9,512,2.317157,-0.120644,0.567072,0.152975,1.224479,
cloud,cirrus,0.200,3,512,2.329107,-0.122202,0.566461,0.139080,1.977363,
cloud,cirrus,0.200,2,512,2.287021,-0.122589,0.567164,0.153036,2.395993,
cloud,cirrus,0.300,2,512,2.283853,-0.142955,0.568526,0.149708,0.781090,
cloud,cirrus,0.300,3,512,2.317920,-0.135852,0.567722,0.136040,0.789652,
cloud,cirrus,0.100,5,512,2.297402,-0.113649,0.565023,0.145717,3.525078,
cloud,cirrus,0.300,6,512,2.284558,-0.127907,0.566444,0.171761,0.754491,
cloud,cirrus,0.300,8,512,2.309851,-0.099278,0.568269,0.144621,0.720912,
cloud,cirrus,0.300,7,512,2.256655,-0.111326,0.567182,0.159100,0.736906,
cloud,cirrus,0.300,9,512,2.316397,-0.135694,0.568492,0.149036,0.724251,
cloud,cirrus,0.300,0,512,2.187938,-0.117604,0.566079,0.159811,1.480722,
cloud,cirrus,0.300,10,512,2.199552,-0.121081,0.566462,0.167530,0.830720,
cloud,cirrus,0.400,0,512,2.182076,-0.138246,0.567193,0.159086,0.689162,
cloud,cirrus,0.400,1,512,2.195913,-0.122126,0.568068,0.147017,0.686435,
cloud,cirrus,0.300,4,512,2.248155,-0.116514,0.566044,0.149285,1.571780,
cloud,cirrus,0.400,5,512,2.254319,-0.153750,0.568482,0.142177,0.746357,
cloud,cirrus,0.400,4,512,2.241804,-0.133809,0.567047,0.148724,0.751870,
cloud,cirrus,0.400,6,512,2.284327,-0.144422,0.567755,0.169662,0.734868,
cloud,cirrus,0.400,7,512,2.249276,-0.130212,0.568332,0.158261,0.728870,
cloud,cirrus,0.400,2,512,2.280180,-0.167392,0.569910,0.146565,1.003226,
cloud,cirrus,0.400,8,512,2.305713,-0.114428,0.569630,0.141955,0.878526,
cloud,cirrus,0.400,9,512,2.318278,-0.153621,0.569922,0.145122,0.777143,
cloud,cirrus,0.400,10,512,2.200007,-0.135441,0.567765,0.165705,0.691873,
cloud,cirrus,0.500,0,512,2.181754,-0.163834,0.568309,0.158853,0.690449,
cloud,cirrus,0.500,3,512,2.307499,-0.176301,0.570402,0.130441,0.689460,
cloud,cirrus,0.500,1,512,2.187464,-0.140641,0.569503,0.143088,0.731995,
cloud,cirrus,0.500,2,512,2.275676,-0.191296,0.571298,0.143687,0.750514,
cloud,cirrus,0.500,4,512,2.235511,-0.155777,0.568074,0.148202,0.821918,
cloud,cirrus,0.300,5,512,2.267977,-0.138521,0.567270,0.143478,2.609395,
cloud,cirrus,0.500,5,512,2.241554,-0.172825,0.569742,0.140746,0.895649,
cloud,cirrus,0.500,6,512,2.280272,-0.164437,0.569140,0.166696,0.742910,
cloud,cirrus,0.500,7,512,2.243138,-0.150803,0.569545,0.157326,0.717716,
cloud,cirrus,0.300,11,512,2.225970,-0.124092,0.567427,0.144748,2.392108,
cloud,cirrus,0.500,10,512,2.202575,-0.154524,0.569107,0.163050,0.690056,
cloud,cirrus,0.500,8,512,2.300038,-0.130737,0.571027,0.139247,0.761661,
cloud,cirrus,0.500,9,512,2.318849,-0.174926,0.571350,0.141290,0.746666,
cloud,cirrus,0.400,3,512,2.312175,-0.153973,0.569045,0.133108,2.269658,
cloud,cirrus,0.500,11,512,2.214501,-0.163483,0.569923,0.141481,0.713756,
cloud,cirrus,0.600,3,512,2.301166,-0.201270,0.571787,0.128085,0.666355,
cloud,cirrus,0.600,4,512,2.236330,-0.179149,0.569253,0.147249,0.703241,
cloud,cirrus,0.600,0,512,2.179498,-0.187371,0.569512,0.157689,0.974656,
cloud,cirrus,0.600,6,512,2.273428,-0.187717,0.570536,0.163933,0.666881,
cloud,cirrus,0.400,11,512,2.217452,-0.140896,0.568654,0.143002,2.199206,
cloud,cirrus,0.600,10,512,2.205240,-0.174322,0.570490,0.160236,0.652330,
cloud,cirrus,0.600,2,512,2.272436,-0.216181,0.572713,0.140604,0.970299,
cloud,cirrus,0.600,7,512,2.236311,-0.174783,0.570922,0.154939,0.711581,
cloud,cirrus,0.600,8,512,2.291945,-0.148582,0.572454,0.136619,0.709132,
cloud,cirrus,0.600,1,512,2.193817,-0.157982,0.571229,0.138354,1.232933,
cloud,cirrus,0.600,11,512,2.214230,-0.192435,0.571238,0.140040,0.670011,
cloud,cirrus,0.700,0,512,2.177409,-0.210904,0.570929,0.155331,0.693146,
cloud,cirrus,0.700,1,512,2.198293,-0.176434,0.572896,0.134823,0.844244,
cloud,cirrus,0.700,2,512,2.265779,-0.243041,0.574130,0.137855,0.677287,
cloud,cirrus,0.700,4,512,2.241506,-0.205518,0.570515,0.146291,0.699306,
cloud,cirrus,0.700,7,512,2.229895,-0.203138,0.572325,0.152753,0.702687,
cloud,cirrus,0.700,6,512,2.266011,-0.213557,0.571978,0.160962,0.727522,
cloud,cirrus,0.700,5,512,2.218407,-0.215980,0.572434,0.137483,0.941488,
cloud,cirrus,0.700,8,512,2.283401,-0.167899,0.573927,0.133959,0.877653,
cloud,cirrus,0.700,9,512,2.314848,-0.223847,0.574296,0.133662,0.642030,
cloud,cirrus,0.600,5,512,2.230696,-0.193874,0.571049,0.139331,1.898510,
cloud,cirrus,0.700,10,512,2.207468,-0.193543,0.571927,0.157529,0.697982,
cloud,cirrus,0.800,0,512,2.174495,-0.234998,0.572362,0.153278,0.642288,
cloud,cirrus,0.600,9,512,2.318536,-0.197847,0.572817,0.137341,1.941238,
cloud,cirrus,0.800,1,512,2.200566,-0.193506,0.574557,0.131214,0.680844,
cloud,cirrus,0.800,2,512,2.259433,-0.272673,0.575588,0.135012,0.711462,
cloud,cirrus,0.800,3,512,2.287993,-0.259542,0.574644,0.124002,0.726446,
cloud,cirrus,0.700,11,512,2.210946,-0.222141,0.572596,0.138719,0.937880,
cloud,cirrus,0.800,6,512,2.258342,-0.243187,0.573427,0.158282,0.628953,
cloud,cirrus,0.800,4,512,2.243981,-0.232274,0.571801,0.145547,0.909985,
cloud,cirrus,0.800,8,512,2.273774,-0.187309,0.575405,0.131594,0.711221,
cloud,cirrus,0.700,3,512,2.294570,-0.229220,0.573211,0.125885,1.960016,
cloud,cirrus,0.800,5,512,2.205212,-0.238188,0.573842,0.135775,0.913411,
cloud,cirrus,0.800,9,512,2.307749,-0.250985,0.575785,0.130226,0.647495,
cloud,cirrus,0.800,11,512,2.214270,-0.250992,0.574051,0.137057,0.640028,
cloud,cirrus,0.900,0,512,2.170994,-0.260399,0.573842,0.151279,0.737005,
cloud,cirrus,0.900,1,512,2.194505,-0.209999,0.576167,0.128388,0.721823,
cloud,cirrus,0.900,3,512,2.279112,-0.292094,0.576113,0.122221,0.663131,
cloud,cirrus,0.900,2,512,2.250639,-0.304587,0.577049,0.132397,0.968126,
cloud,cirrus,0.900,5,512,2.195516,-0.261718,0.575324,0.133938,0.715580,
cloud,cirrus,0.900,9,512,2.296972,-0.279262,0.577317,0.126535,0.702790,
cloud,cirrus,0.900,8,512,2.259957,-0.207802,0.576920,0.128931,0.872384,
cloud,cirrus,0.900,10,512,2.204248,-0.237613,0.574956,0.151406,0.668613,
cloud,cirrus,0.900,4,512,2.242836,-0.260877,0.573095,0.145129,1.013527,
cloud,cirrus,0.900,11,512,2.210276,-0.278834,0.575521,0.135498,0.673214,
cloud,cirrus,0.900,7,512,2.214781,-0.258994,0.575322,0.148007,0.963343,
cloud,cirrus,1.000,0,512,2.160338,-0.287025,0.575437,0.148362,0.637609,
cloud,cirrus,1.000,2,512,2.237654,-0.339643,0.578520,0.129958,0.665053,
cloud,cirrus,0.800,7,512,2.221451,-0.232720,0.573731,0.150899,2.240955,
cloud,cirrus,1.000,3,512,2.266581,-0.326426,0.577581,0.120778,0.709556,
cloud,cirrus,1.000,1,512,2.183148,-0.226818,0.577823,0.125255,0.991901,
cloud,cirrus,0.800,10,512,2.207588,-0.216657,0.573419,0.154553,2.253105,
cloud,cirrus,1.000,5,512,2.185749,-0.283692,0.576812,0.132313,0.693578,
cloud,cirrus,1.000,7,512,2.203203,-0.281846,0.576907,0.145413,0.680486,
cloud,cirrus,1.000,9,512,2.282373,-0.308409,0.578858,0.123121,0.673464,
cloud,cirrus,1.000,8,512,2.241172,-0.229070,0.578441,0.126588,0.952054,
cloud,cirrus,1.000,6,512,2.235661,-0.314687,0.576470,0.152324,0.970609,
cloud,cirrus,1.000,10,512,2.195539,-0.261626,0.576511,0.148392,0.699600,
cloud,cirrus,0.900,6,512,2.248751,-0.278919,0.574936,0.155246,2.478663,
cloud,cloud_multifractional,0.000,1,512,1.726946,-0.036827,0.500000,0.224701,1.001488,
cloud,cirrus,1.000,4,512,2.236255,-0.292462,0.574404,0.144913,1.729656,
cloud,cloud_multifractional,0.000,3,512,1.831786,-0.017775,0.500000,0.163872,1.008774,
cloud,cloud_multifractional,0.000,4,512,1.810379,-0.019543,0.500000,0.189344,1.041861,
cloud,cloud_multifractional,0.000,6,512,1.802251,-0.021445,0.500000,0.174919,1.087854,
cloud,cloud_multifractional,0.000,7,512,1.749275,-0.025158,0.500000,0.148796,1.102854,
cloud,cloud_multifractional,0.000,8,512,1.792870,-0.028105,0.500000,0.151937,1.040202,
cloud,cirrus,1.000,11,512,2.200939,-0.308907,0.577003,0.134040,1.723920,
cloud,cloud_multifractional,0.000,11,512,1.777818,-0.039123,0.500000,0.166620,1.110965,
cloud,cloud_multifractional,0.100,1,512,1.657002,-0.067445,0.500000,0.213476,1.082039,
cloud,cloud_multifractional,0.100,0,512,1.710286,-0.063437,0.500000,0.159388,1.148584,
cloud,cloud_multifractional,0.000,5,512,1.796801,-0.010260,0.500000,0.173865,2.211584,
cloud,cloud_multifractional,0.100,3,512,1.792143,-0.043860,0.500000,0.160722,1.093029,
cloud,cloud_multifractional,0.100,2,512,1.751218,-0.062698,0.500000,0.156816,1.116084,
cloud,cloud_multifractional,0.100,4,512,1.773738,-0.043299,0.500000,0.181669,1.152208,
cloud,cloud_multifractional,0.000,0,512,1.764065,-0.021461,0.500000,0.163578,2.947078,
cloud,cloud_multifractional,0.000,2,512,1.808952,-0.033267,0.500000,0.160308,3.034479,
cloud,cloud_multifractional,0.100,6,512,1.760750,-0.043466,0.500000,0.170926,1.048872,
cloud,cloud_multifractional,0.100,7,512,1.694598,-0.054061,0.500000,0.145083,1.056117,
cloud,cloud_multifractional,0.100,8,512,1.743958,-0.059623,0.500000,0.145115,1.122870,
cloud,cloud_multifractional,0.100,10,512,1.698721,-0.054456,0.500000,0.178679,1.059365,
cloud,cloud_multifractional,0.100,11,512,1.724076,-0.074085,0.500000,0.160059,1.166143,
cloud,cloud_multifractional,0.200,0,512,1.657962,-0.118246,0.500000,0.155246,1.164465,
cloud,cloud_multifractional,0.100,9,512,1.789627,-0.072794,0.500000,0.185735,1.578887,
cloud,cloud_multifractional,0.000,9,512,1.833565,-0.036003,0.500000,0.193322,3.184117,
cloud,cloud_multifractional,0.000,10,512,1.751750,-0.026162,0.500000,0.188608,3.073225,
cloud,cloud_multifractional,0.100,5,512,1.742547,-0.031321,0.500000,0.163746,2.551025,
cloud,cloud_multifractional,0.200,3,512,1.752477,-0.078983,0.500000,0.157433,1.056453,
cloud,cloud_multifractional,0.200,4,512,1.737272,-0.076803,0.500000,0.173508,1.034780,
cloud,cloud_multifractional,0.200,5,512,1.688299,-0.061723,0.500000,0.154462,1.222429,
cloud,cloud_multifractional,0.200,6,512,1.718628,-0.071586,0.500000,0.165072,1.067244,
cloud,cloud_multifractional,0.200,1,512,1.587843,-0.110002,0.500000,0.201374,1.816741,
cloud,cloud_multifractional,0.200,7,512,1.639973,-0.090947,0.500000,0.141345,1.264555,
cloud,cloud_multifractional,0.200,8,512,1.695614,-0.103281,0.500000,0.137733,1.403650,
cloud,cloud_multifractional,0.300,1,512,1.519567,-0.161863,0.500000,0.187801,1.132858,
cloud,cloud_multifractional,0.200,9,512,1.745436,-0.121773,0.500000,0.178221,1.503004,
cloud,cloud_multifractional,0.300,2,512,1.638580,-0.146607,0.500000,0.148610,1.156646,
cloud,cloud_multifractional,0.300,0,512,1.606795,-0.182932,0.500000,0.151083,1.496025,
cloud,cloud_multifractional,0.300,3,512,1.712579,-0.122480,0.500000,0.154015,1.087140,
cloud,cloud_multifractional,0.300,4,512,1.700863,-0.118910,0.500000,0.165023,1.172186,
cloud,cloud_multifractional,0.200,10,512,1.646333,-0.091757,0.500000,0.168479,1.812968,
cloud,cloud_multifractional,0.200,2,512,1.694276,-0.100622,0.500000,0.153324,3.027040,
cloud,cloud_multifractional,0.300,8,512,1.646635,-0.157877,0.500000,0.130662,1.250557,
cloud,cloud_multifractional,0.300,10,512,1.594944,-0.137345,0.500000,0.158336,1.258846,
cloud,cloud_multifractional,0.300,6,512,1.676594,-0.104941,0.500000,0.156095,1.717061,
cloud,cloud_multifractional,0.400,0,512,1.555829,-0.252740,0.500000,0.147043,1.166038,
cloud,cloud_multifractional,0.300,11,512,1.616792,-0.172385,0.500000,0.146005,1.202306,
cloud,cloud_multifractional,0.200,11,512,1.670112,-0.118686,0.500000,0.153146,2.772764,
cloud,cloud_multifractional,0.300,9,512,1.700993,-0.181721,0.500000,0.170532,1.538658,
cloud,cloud_multifractional,0.400,1,512,1.451489,-0.221027,0.500000,0.171566,1.150457,
cloud,cloud_multifractional,0.300,5,512,1.633662,-0.100278,0.500000,0.146317,2.339860,
cloud,cloud_multifractional,0.400,2,512,1.583237,-0.200057,0.500000,0.141541,1.209234,
cloud,cloud_multifractional,0.300,7,512,1.585733,-0.134767,0.500000,0.137677,2.464618,
cloud,cloud_multifractional,0.400,4,512,1.664430,-0.169095,0.500000,0.156490,1.151609,
cloud,cloud_multifractional,0.400,5,512,1.578401,-0.144195,0.500000,0.139739,1.142003,
cloud,cloud_multifractional,0.400,3,512,1.668700,-0.176340,0.500000,0.144645,1.761969,
cloud,cloud_multifractional,0.400,8,512,1.597534,-0.222206,0.500000,0.124343,1.149790,
cloud,cloud_multifractional,0.400,7,512,1.531519,-0.183825,0.500000,0.134180,1.175908,
cloud,cloud_multifractional,0.400,11,512,1.564243,-0.233447,0.500000,0.138821,1.117393,
cloud,cloud_multifractional,0.500,1,512,1.383146,-0.285549,0.500000,0.150255,1.108860,
cloud,cloud_multifractional,0.400,6,512,1.634868,-0.143271,0.500000,0.148207,1.552767,
